iteration,n_conflicted_cells,converged,total_iterations
0,5345,True,7546
250,5255,True,7546
500,5158,True,7546
750,5058,True,7546
1000,4937,True,7546
1250,4813,True,7546
1500,4708,True,7546
1750,4578,True,7546
2000,4429,True,7546
2250,4286,True,7546
2500,4098,True,7546
2750,3948,True,7546
3000,3759,True,7546
3250,3543,True,7546
3500,3287,True,7546
3750,3028,True,7546
4000,2754,True,7546
4250,2462,True,7546
4500,2150,True,7546
4750,2021,True,7546
5000,1885,True,7546
5250,1745,True,7546
5500,1571,True,7546
5750,1345,True,7546
6000,1081,True,7546
6250,842,True,7546
6500,674,True,7546
6750,490,True,7546
7000,309,True,7546
7250,158,True,7546
7500,24,True,7546
7546,0,True,7546
