iteration,n_conflicted_cells,converged,total_iterations
0,22471,True,44371
250,22467,True,44371
500,22463,True,44371
750,22455,True,44371
1000,22450,True,44371
1250,22446,True,44371
1500,22442,True,44371
1750,22433,True,44371
2000,22428,True,44371
2250,22423,True,44371
2500,22418,True,44371
2750,22408,True,44371
3000,22397,True,44371
3250,22385,True,44371
3500,22373,True,44371
3750,22360,True,44371
4000,22350,True,44371
4250,22333,True,44371
4500,22314,True,44371
4750,22297,True,44371
5000,22275,True,44371
5250,22257,True,44371
5500,22239,True,44371
5750,22209,True,44371
6000,22191,True,44371
6250,22159,True,44371
6500,22134,True,44371
6750,22116,True,44371
7000,22078,True,44371
7250,22050,True,44371
7500,22007,True,44371
7750,21965,True,44371
8000,21928,True,44371
8250,21879,True,44371
8500,21824,True,44371
8750,21754,True,44371
9000,21701,True,44371
9250,21655,True,44371
9500,21607,True,44371
9750,21542,True,44371
10000,21479,True,44371
10250,21405,True,44371
10500,21346,True,44371
10750,21261,True,44371
11000,21206,True,44371
11250,21129,True,44371
11500,21043,True,44371
11750,20951,True,44371
12000,20860,True,44371
12250,20762,True,44371
12500,20664,True,44371
12750,20567,True,44371
13000,20461,True,44371
13250,20353,True,44371
13500,20255,True,44371
13750,20137,True,44371
14000,20017,True,44371
14250,19883,True,44371
14500,19725,True,44371
14750,19586,True,44371
15000,19421,True,44371
15250,19297,True,44371
15500,19123,True,44371
15750,18968,True,44371
16000,18803,True,44371
16250,18631,True,44371
16500,18471,True,44371
16750,18263,True,44371
17000,18082,True,44371
17250,17857,True,44371
17500,17649,True,44371
17750,17378,True,44371
18000,17117,True,44371
18250,16855,True,44371
18500,16564,True,44371
18750,16314,True,44371
19000,16070,True,44371
19250,15791,True,44371
19500,15515,True,44371
19750,15163,True,44371
20000,14843,True,44371
20250,14484,True,44371
20500,14140,True,44371
20750,13756,True,44371
21000,13333,True,44371
21250,12942,True,44371
21500,12862,True,44371
21750,12796,True,44371
22000,12716,True,44371
22250,12622,True,44371
22500,12545,True,44371
22750,12463,True,44371
23000,12375,True,44371
23250,12243,True,44371
23500,12157,True,44371
23750,12047,True,44371
24000,11927,True,44371
24250,11846,True,44371
24500,11736,True,44371
24750,11618,True,44371
25000,11496,True,44371
25250,11368,True,44371
25500,11255,True,44371
25750,11110,True,44371
26000,11001,True,44371
26250,10869,True,44371
26500,10726,True,44371
26750,10610,True,44371
27000,10474,True,44371
27250,10315,True,44371
27500,10175,True,44371
27750,10032,True,44371
28000,9855,True,44371
28250,9645,True,44371
28500,9438,True,44371
28750,9232,True,44371
29000,9021,True,44371
29250,8837,True,44371
29500,8667,True,44371
29750,8493,True,44371
30000,8261,True,44371
30250,8001,True,44371
30500,7794,True,44371
30750,7518,True,44371
31000,7238,True,44371
31250,6925,True,44371
31500,6652,True,44371
31750,6326,True,44371
32000,6173,True,44371
32250,6093,True,44371
32500,6009,True,44371
32750,5910,True,44371
33000,5833,True,44371
33250,5737,True,44371
33500,5642,True,44371
33750,5544,True,44371
34000,5444,True,44371
34250,5334,True,44371
34500,5202,True,44371
34750,5091,True,44371
35000,4926,True,44371
35250,4761,True,44371
35500,4616,True,44371
35750,4469,True,44371
36000,4284,True,44371
36250,4067,True,44371
36500,3860,True,44371
36750,3637,True,44371
37000,3334,True,44371
37250,3264,True,44371
37500,3160,True,44371
37750,3035,True,44371
38000,2935,True,44371
38250,2849,True,44371
38500,2730,True,44371
38750,2597,True,44371
39000,2490,True,44371
39250,2309,True,44371
39500,2130,True,44371
39750,1911,True,44371
40000,1833,True,44371
40250,1729,True,44371
40500,1605,True,44371
40750,1479,True,44371
41000,1338,True,44371
41250,1169,True,44371
41500,1098,True,44371
41750,1016,True,44371
42000,935,True,44371
42250,807,True,44371
42500,729,True,44371
42750,647,True,44371
43000,531,True,44371
43250,436,True,44371
43500,334,True,44371
43750,218,True,44371
44000,136,True,44371
44250,61,True,44371
44371,0,True,44371
