iteration,n_conflicted_cells,converged,total_iterations
0,22420,True,31101
250,22410,True,31101
500,22403,True,31101
750,22395,True,31101
1000,22383,True,31101
1250,22368,True,31101
1500,22361,True,31101
1750,22347,True,31101
2000,22327,True,31101
2250,22304,True,31101
2500,22267,True,31101
2750,22236,True,31101
3000,22216,True,31101
3250,22182,True,31101
3500,22164,True,31101
3750,22124,True,31101
4000,22095,True,31101
4250,22069,True,31101
4500,22030,True,31101
4750,22003,True,31101
5000,21974,True,31101
5250,21930,True,31101
5500,21892,True,31101
5750,21862,True,31101
6000,21825,True,31101
6250,21772,True,31101
6500,21717,True,31101
6750,21644,True,31101
7000,21605,True,31101
7250,21551,True,31101
7500,21500,True,31101
7750,21428,True,31101
8000,21347,True,31101
8250,21264,True,31101
8500,21186,True,31101
8750,21108,True,31101
9000,21034,True,31101
9250,20951,True,31101
9500,20889,True,31101
9750,20797,True,31101
10000,20690,True,31101
10250,20592,True,31101
10500,20492,True,31101
10750,20383,True,31101
11000,20244,True,31101
11250,20126,True,31101
11500,19980,True,31101
11750,19830,True,31101
12000,19710,True,31101
12250,19570,True,31101
12500,19401,True,31101
12750,19278,True,31101
13000,19160,True,31101
13250,19046,True,31101
13500,18883,True,31101
13750,18722,True,31101
14000,18565,True,31101
14250,18372,True,31101
14500,18186,True,31101
14750,18012,True,31101
15000,17803,True,31101
15250,17586,True,31101
15500,17386,True,31101
15750,17140,True,31101
16000,16886,True,31101
16250,16656,True,31101
16500,16394,True,31101
16750,16074,True,31101
17000,15780,True,31101
17250,15490,True,31101
17500,15196,True,31101
17750,14923,True,31101
18000,14592,True,31101
18250,14246,True,31101
18500,13872,True,31101
18750,13466,True,31101
19000,13072,True,31101
19250,12642,True,31101
19500,12227,True,31101
19750,11734,True,31101
20000,11230,True,31101
20250,10754,True,31101
20500,10263,True,31101
20750,9954,True,31101
21000,9803,True,31101
21250,9631,True,31101
21500,9458,True,31101
21750,9342,True,31101
22000,9188,True,31101
22250,9027,True,31101
22500,8856,True,31101
22750,8683,True,31101
23000,8541,True,31101
23250,8363,True,31101
23500,8218,True,31101
23750,8058,True,31101
24000,7864,True,31101
24250,7643,True,31101
24500,7404,True,31101
24750,7170,True,31101
25000,6935,True,31101
25250,6692,True,31101
25500,6410,True,31101
25750,6174,True,31101
26000,5906,True,31101
26250,5588,True,31101
26500,5292,True,31101
26750,4923,True,31101
27000,4569,True,31101
27250,4192,True,31101
27500,3777,True,31101
27750,3341,True,31101
28000,2855,True,31101
28250,2514,True,31101
28500,2335,True,31101
28750,2162,True,31101
29000,1964,True,31101
29250,1759,True,31101
29500,1487,True,31101
29750,1198,True,31101
30000,860,True,31101
30250,684,True,31101
30500,449,True,31101
30750,242,True,31101
31000,76,True,31101
31101,0,True,31101
