iteration,n_conflicted_cells,converged,total_iterations
0,9728,False,32500
250,9668,False,32500
500,9610,False,32500
750,9571,False,32500
1000,9529,False,32500
1250,9447,False,32500
1500,9389,False,32500
1750,9313,False,32500
2000,9250,False,32500
2250,9174,False,32500
2500,9101,False,32500
2750,9013,False,32500
3000,8934,False,32500
3250,8832,False,32500
3500,8742,False,32500
3750,8630,False,32500
4000,8496,False,32500
4250,8347,False,32500
4500,8224,False,32500
4750,8087,False,32500
5000,7933,False,32500
5250,7773,False,32500
5500,7628,False,32500
5750,7449,False,32500
6000,7289,False,32500
6250,7085,False,32500
6500,6904,False,32500
6750,6704,False,32500
7000,6509,False,32500
7250,6311,False,32500
7500,6093,False,32500
7750,5861,False,32500
8000,5628,False,32500
8250,5366,False,32500
8500,5113,False,32500
8750,5009,False,32500
9000,4916,False,32500
9250,4831,False,32500
9500,4726,False,32500
9750,4627,False,32500
10000,4513,False,32500
10250,4401,False,32500
10500,4262,False,32500
10750,4112,False,32500
11000,3943,False,32500
11250,3815,False,32500
11500,3643,False,32500
11750,3473,False,32500
12000,3317,False,32500
12250,3140,False,32500
12500,2954,False,32500
12750,2817,False,32500
13000,2729,False,32500
13250,2627,False,32500
13500,2503,False,32500
13750,2418,False,32500
14000,2305,False,32500
14250,2177,False,32500
14500,2054,False,32500
14750,1910,False,32500
15000,1756,False,32500
15250,1684,False,32500
15500,1594,False,32500
15750,1505,False,32500
16000,1402,False,32500
16250,1290,False,32500
16500,1185,False,32500
16750,1118,False,32500
17000,1061,False,32500
17250,979,False,32500
17500,871,False,32500
17750,812,False,32500
18000,715,False,32500
18250,630,False,32500
18500,572,False,32500
18750,482,False,32500
19000,417,False,32500
19250,346,False,32500
19500,292,False,32500
19750,247,False,32500
20000,205,False,32500
20250,180,False,32500
20500,154,False,32500
20750,116,False,32500
21000,88,False,32500
21250,74,False,32500
21500,62,False,32500
21750,58,False,32500
22000,50,False,32500
22250,50,False,32500
22500,44,False,32500
22750,44,False,32500
23000,44,False,32500
23250,44,False,32500
23500,44,False,32500
23750,44,False,32500
24000,44,False,32500
24250,44,False,32500
24500,44,False,32500
24750,44,False,32500
25000,44,False,32500
25250,44,False,32500
25500,44,False,32500
25750,44,False,32500
26000,44,False,32500
26250,44,False,32500
26500,44,False,32500
26750,44,False,32500
27000,44,False,32500
27250,44,False,32500
27500,44,False,32500
27750,44,False,32500
28000,44,False,32500
28250,44,False,32500
28500,44,False,32500
28750,44,False,32500
29000,44,False,32500
29250,44,False,32500
29500,44,False,32500
29750,44,False,32500
30000,44,False,32500
30250,44,False,32500
30500,44,False,32500
30750,44,False,32500
31000,44,False,32500
31250,44,False,32500
31500,44,False,32500
31750,44,False,32500
32000,44,False,32500
32250,44,False,32500
32500,44,False,32500
