iteration,n_conflicted_cells,converged,total_iterations
0,9992,True,18412
250,9984,True,18412
500,9982,True,18412
750,9973,True,18412
1000,9963,True,18412
1250,9955,True,18412
1500,9942,True,18412
1750,9920,True,18412
2000,9903,True,18412
2250,9882,True,18412
2500,9858,True,18412
2750,9825,True,18412
3000,9789,True,18412
3250,9757,True,18412
3500,9708,True,18412
3750,9677,True,18412
4000,9602,True,18412
4250,9557,True,18412
4500,9484,True,18412
4750,9410,True,18412
5000,9316,True,18412
5250,9214,True,18412
5500,9123,True,18412
5750,8994,True,18412
6000,8847,True,18412
6250,8723,True,18412
6500,8577,True,18412
6750,8388,True,18412
7000,8194,True,18412
7250,7993,True,18412
7500,7770,True,18412
7750,7518,True,18412
8000,7307,True,18412
8250,7082,True,18412
8500,6762,True,18412
8750,6401,True,18412
9000,6093,True,18412
9250,5747,True,18412
9500,5512,True,18412
9750,5420,True,18412
10000,5302,True,18412
10250,5209,True,18412
10500,5110,True,18412
10750,4996,True,18412
11000,4873,True,18412
11250,4765,True,18412
11500,4624,True,18412
11750,4507,True,18412
12000,4333,True,18412
12250,4197,True,18412
12500,4018,True,18412
12750,3823,True,18412
13000,3623,True,18412
13250,3371,True,18412
13500,3080,True,18412
13750,2716,True,18412
14000,2490,True,18412
14250,2409,True,18412
14500,2295,True,18412
14750,2180,True,18412
15000,2015,True,18412
15250,1875,True,18412
15500,1703,True,18412
15750,1479,True,18412
16000,1286,True,18412
16250,1186,True,18412
16500,1085,True,18412
16750,955,True,18412
17000,728,True,18412
17250,637,True,18412
17500,477,True,18412
17750,349,True,18412
18000,203,True,18412
18250,67,True,18412
18412,0,True,18412
