iteration,n_conflicted_cells,converged,total_iterations
0,9994,True,18496
250,9990,True,18496
500,9981,True,18496
750,9971,True,18496
1000,9966,True,18496
1250,9962,True,18496
1500,9948,True,18496
1750,9927,True,18496
2000,9912,True,18496
2250,9900,True,18496
2500,9872,True,18496
2750,9840,True,18496
3000,9818,True,18496
3250,9791,True,18496
3500,9768,True,18496
3750,9723,True,18496
4000,9682,True,18496
4250,9630,True,18496
4500,9572,True,18496
4750,9496,True,18496
5000,9402,True,18496
5250,9323,True,18496
5500,9254,True,18496
5750,9174,True,18496
6000,9038,True,18496
6250,8901,True,18496
6500,8760,True,18496
6750,8590,True,18496
7000,8470,True,18496
7250,8253,True,18496
7500,8055,True,18496
7750,7839,True,18496
8000,7564,True,18496
8250,7269,True,18496
8500,6958,True,18496
8750,6604,True,18496
9000,6191,True,18496
9250,5809,True,18496
9500,5481,True,18496
9750,5396,True,18496
10000,5295,True,18496
10250,5207,True,18496
10500,5079,True,18496
10750,4979,True,18496
11000,4857,True,18496
11250,4722,True,18496
11500,4605,True,18496
11750,4491,True,18496
12000,4358,True,18496
12250,4204,True,18496
12500,4011,True,18496
12750,3822,True,18496
13000,3628,True,18496
13250,3385,True,18496
13500,3112,True,18496
13750,2831,True,18496
14000,2639,True,18496
14250,2562,True,18496
14500,2466,True,18496
14750,2372,True,18496
15000,2251,True,18496
15250,2110,True,18496
15500,1931,True,18496
15750,1707,True,18496
16000,1518,True,18496
16250,1333,True,18496
16500,1224,True,18496
16750,1073,True,18496
17000,893,True,18496
17250,647,True,18496
17500,538,True,18496
17750,360,True,18496
18000,227,True,18496
18250,92,True,18496
18496,0,True,18496
