iteration,n_conflicted_cells,converged,total_iterations
0,9971,True,13589
250,9956,True,13589
500,9943,True,13589
750,9927,True,13589
1000,9904,True,13589
1250,9879,True,13589
1500,9855,True,13589
1750,9834,True,13589
2000,9803,True,13589
2250,9767,True,13589
2500,9732,True,13589
2750,9690,True,13589
3000,9629,True,13589
3250,9563,True,13589
3500,9502,True,13589
3750,9424,True,13589
4000,9333,True,13589
4250,9256,True,13589
4500,9174,True,13589
4750,9063,True,13589
5000,8936,True,13589
5250,8806,True,13589
5500,8652,True,13589
5750,8529,True,13589
6000,8362,True,13589
6250,8202,True,13589
6500,7979,True,13589
6750,7748,True,13589
7000,7522,True,13589
7250,7266,True,13589
7500,7003,True,13589
7750,6700,True,13589
8000,6325,True,13589
8250,5957,True,13589
8500,5546,True,13589
8750,5053,True,13589
9000,4577,True,13589
9250,4202,True,13589
9500,4037,True,13589
9750,3894,True,13589
10000,3722,True,13589
10250,3587,True,13589
10500,3387,True,13589
10750,3178,True,13589
11000,2929,True,13589
11250,2669,True,13589
11500,2413,True,13589
11750,2147,True,13589
12000,1789,True,13589
12250,1348,True,13589
12500,1053,True,13589
12750,868,True,13589
13000,634,True,13589
13250,343,True,13589
13500,88,True,13589
13589,0,True,13589
