iteration,n_conflicted_cells,converged,total_iterations
0,9991,True,19337
250,9987,True,19337
500,9980,True,19337
750,9973,True,19337
1000,9959,True,19337
1250,9945,True,19337
1500,9929,True,19337
1750,9915,True,19337
2000,9898,True,19337
2250,9877,True,19337
2500,9851,True,19337
2750,9828,True,19337
3000,9800,True,19337
3250,9764,True,19337
3500,9733,True,19337
3750,9686,True,19337
4000,9642,True,19337
4250,9566,True,19337
4500,9511,True,19337
4750,9424,True,19337
5000,9358,True,19337
5250,9286,True,19337
5500,9186,True,19337
5750,9090,True,19337
6000,8966,True,19337
6250,8821,True,19337
6500,8699,True,19337
6750,8532,True,19337
7000,8297,True,19337
7250,8090,True,19337
7500,7857,True,19337
7750,7682,True,19337
8000,7465,True,19337
8250,7234,True,19337
8500,6996,True,19337
8750,6744,True,19337
9000,6374,True,19337
9250,6031,True,19337
9500,5800,True,19337
9750,5706,True,19337
10000,5607,True,19337
10250,5493,True,19337
10500,5432,True,19337
10750,5333,True,19337
11000,5217,True,19337
11250,5093,True,19337
11500,4990,True,19337
11750,4895,True,19337
12000,4758,True,19337
12250,4619,True,19337
12500,4445,True,19337
12750,4279,True,19337
13000,4083,True,19337
13250,3830,True,19337
13500,3581,True,19337
13750,3308,True,19337
14000,3043,True,19337
14250,2734,True,19337
14500,2616,True,19337
14750,2505,True,19337
15000,2409,True,19337
15250,2266,True,19337
15500,2136,True,19337
15750,1941,True,19337
16000,1790,True,19337
16250,1575,True,19337
16500,1346,True,19337
16750,1261,True,19337
17000,1139,True,19337
17250,1005,True,19337
17500,830,True,19337
17750,711,True,19337
18000,590,True,19337
18250,466,True,19337
18500,345,True,19337
18750,227,True,19337
19000,141,True,19337
19250,44,True,19337
19337,0,True,19337
