iteration,n_conflicted_cells,converged,total_iterations
0,5604,True,7228
250,5601,True,7228
500,5589,True,7228
750,5567,True,7228
1000,5531,True,7228
1250,5492,True,7228
1500,5438,True,7228
1750,5388,True,7228
2000,5326,True,7228
2250,5238,True,7228
2500,5118,True,7228
2750,5017,True,7228
3000,4905,True,7228
3250,4720,True,7228
3500,4525,True,7228
3750,4321,True,7228
4000,4068,True,7228
4250,3788,True,7228
4500,3437,True,7228
4750,2986,True,7228
5000,2539,True,7228
5250,2165,True,7228
5500,1998,True,7228
5750,1842,True,7228
6000,1606,True,7228
6250,1317,True,7228
6500,959,True,7228
6750,476,True,7228
7000,256,True,7228
7228,0,True,7228
