iteration,n_conflicted_cells,converged,total_iterations
0,5619,True,10834
250,5615,True,10834
500,5607,True,10834
750,5591,True,10834
1000,5581,True,10834
1250,5565,True,10834
1500,5539,True,10834
1750,5508,True,10834
2000,5473,True,10834
2250,5420,True,10834
2500,5375,True,10834
2750,5305,True,10834
3000,5233,True,10834
3250,5131,True,10834
3500,5016,True,10834
3750,4884,True,10834
4000,4722,True,10834
4250,4527,True,10834
4500,4331,True,10834
4750,4080,True,10834
5000,3791,True,10834
5250,3405,True,10834
5500,3222,True,10834
5750,3108,True,10834
6000,3007,True,10834
6250,2867,True,10834
6500,2745,True,10834
6750,2621,True,10834
7000,2443,True,10834
7250,2290,True,10834
7500,2075,True,10834
7750,1829,True,10834
8000,1526,True,10834
8250,1418,True,10834
8500,1292,True,10834
8750,1128,True,10834
9000,956,True,10834
9250,736,True,10834
9500,613,True,10834
9750,457,True,10834
10000,342,True,10834
10250,222,True,10834
10500,92,True,10834
10750,24,True,10834
10834,0,True,10834
