iteration,n_conflicted_cells,converged,total_iterations
0,21451,False,41750
250,21382,False,41750
500,21312,False,41750
750,21240,False,41750
1000,21155,False,41750
1250,21056,False,41750
1500,20980,False,41750
1750,20880,False,41750
2000,20783,False,41750
2250,20693,False,41750
2500,20587,False,41750
2750,20499,False,41750
3000,20404,False,41750
3250,20321,False,41750
3500,20237,False,41750
3750,20151,False,41750
4000,20034,False,41750
4250,19929,False,41750
4500,19802,False,41750
4750,19705,False,41750
5000,19592,False,41750
5250,19465,False,41750
5500,19353,False,41750
5750,19234,False,41750
6000,19106,False,41750
6250,18964,False,41750
6500,18851,False,41750
6750,18726,False,41750
7000,18593,False,41750
7250,18478,False,41750
7500,18339,False,41750
7750,18177,False,41750
8000,18039,False,41750
8250,17910,False,41750
8500,17752,False,41750
8750,17615,False,41750
9000,17466,False,41750
9250,17314,False,41750
9500,17143,False,41750
9750,16994,False,41750
10000,16833,False,41750
10250,16649,False,41750
10500,16476,False,41750
10750,16285,False,41750
11000,16088,False,41750
11250,15913,False,41750
11500,15764,False,41750
11750,15593,False,41750
12000,15407,False,41750
12250,15222,False,41750
12500,15035,False,41750
12750,14846,False,41750
13000,14638,False,41750
13250,14428,False,41750
13500,14228,False,41750
13750,14020,False,41750
14000,13816,False,41750
14250,13587,False,41750
14500,13343,False,41750
14750,13106,False,41750
15000,12814,False,41750
15250,12523,False,41750
15500,12265,False,41750
15750,12025,False,41750
16000,11750,False,41750
16250,11491,False,41750
16500,11188,False,41750
16750,10885,False,41750
17000,10612,False,41750
17250,10326,False,41750
17500,10028,False,41750
17750,9745,False,41750
18000,9449,False,41750
18250,9231,False,41750
18500,9116,False,41750
18750,8973,False,41750
19000,8818,False,41750
19250,8655,False,41750
19500,8523,False,41750
19750,8381,False,41750
20000,8246,False,41750
20250,8069,False,41750
20500,7929,False,41750
20750,7762,False,41750
21000,7576,False,41750
21250,7417,False,41750
21500,7251,False,41750
21750,7033,False,41750
22000,6882,False,41750
22250,6675,False,41750
22500,6482,False,41750
22750,6297,False,41750
23000,6093,False,41750
23250,5879,False,41750
23500,5681,False,41750
23750,5474,False,41750
24000,5222,False,41750
24250,4975,False,41750
24500,4749,False,41750
24750,4453,False,41750
25000,4163,False,41750
25250,3871,False,41750
25500,3714,False,41750
25750,3546,False,41750
26000,3384,False,41750
26250,3256,False,41750
26500,3112,False,41750
26750,2926,False,41750
27000,2775,False,41750
27250,2568,False,41750
27500,2390,False,41750
27750,2153,False,41750
28000,1931,False,41750
28250,1740,False,41750
28500,1626,False,41750
28750,1473,False,41750
29000,1309,False,41750
29250,1147,False,41750
29500,951,False,41750
29750,823,False,41750
30000,694,False,41750
30250,552,False,41750
30500,430,False,41750
30750,311,False,41750
31000,196,False,41750
31250,112,False,41750
31500,8,False,41750
31750,4,False,41750
32000,4,False,41750
32250,4,False,41750
32500,4,False,41750
32750,4,False,41750
33000,4,False,41750
33250,4,False,41750
33500,4,False,41750
33750,4,False,41750
34000,4,False,41750
34250,4,False,41750
34500,4,False,41750
34750,4,False,41750
35000,4,False,41750
35250,4,False,41750
35500,4,False,41750
35750,4,False,41750
36000,4,False,41750
36250,4,False,41750
36500,4,False,41750
36750,4,False,41750
37000,4,False,41750
37250,4,False,41750
37500,4,False,41750
37750,4,False,41750
38000,4,False,41750
38250,4,False,41750
38500,4,False,41750
38750,4,False,41750
39000,4,False,41750
39250,4,False,41750
39500,4,False,41750
39750,4,False,41750
40000,4,False,41750
40250,4,False,41750
40500,4,False,41750
40750,4,False,41750
41000,4,False,41750
41250,4,False,41750
41500,4,False,41750
41750,4,False,41750
