iteration,n_conflicted_cells,converged,total_iterations
0,21457,False,41250
250,21366,False,41250
500,21290,False,41250
750,21234,False,41250
1000,21157,False,41250
1250,21075,False,41250
1500,20998,False,41250
1750,20905,False,41250
2000,20816,False,41250
2250,20728,False,41250
2500,20618,False,41250
2750,20539,False,41250
3000,20449,False,41250
3250,20356,False,41250
3500,20260,False,41250
3750,20166,False,41250
4000,20077,False,41250
4250,19994,False,41250
4500,19874,False,41250
4750,19769,False,41250
5000,19635,False,41250
5250,19517,False,41250
5500,19409,False,41250
5750,19277,False,41250
6000,19171,False,41250
6250,19075,False,41250
6500,18946,False,41250
6750,18820,False,41250
7000,18676,False,41250
7250,18552,False,41250
7500,18426,False,41250
7750,18291,False,41250
8000,18129,False,41250
8250,18005,False,41250
8500,17855,False,41250
8750,17695,False,41250
9000,17537,False,41250
9250,17379,False,41250
9500,17238,False,41250
9750,17054,False,41250
10000,16875,False,41250
10250,16711,False,41250
10500,16533,False,41250
10750,16343,False,41250
11000,16147,False,41250
11250,15973,False,41250
11500,15772,False,41250
11750,15584,False,41250
12000,15381,False,41250
12250,15184,False,41250
12500,14979,False,41250
12750,14762,False,41250
13000,14556,False,41250
13250,14319,False,41250
13500,14123,False,41250
13750,13889,False,41250
14000,13625,False,41250
14250,13418,False,41250
14500,13158,False,41250
14750,12910,False,41250
15000,12668,False,41250
15250,12422,False,41250
15500,12154,False,41250
15750,11890,False,41250
16000,11647,False,41250
16250,11378,False,41250
16500,11103,False,41250
16750,10825,False,41250
17000,10527,False,41250
17250,10184,False,41250
17500,9923,False,41250
17750,9621,False,41250
18000,9323,False,41250
18250,9139,False,41250
18500,9001,False,41250
18750,8837,False,41250
19000,8722,False,41250
19250,8567,False,41250
19500,8432,False,41250
19750,8276,False,41250
20000,8121,False,41250
20250,7979,False,41250
20500,7821,False,41250
20750,7659,False,41250
21000,7452,False,41250
21250,7248,False,41250
21500,7053,False,41250
21750,6889,False,41250
22000,6702,False,41250
22250,6533,False,41250
22500,6347,False,41250
22750,6125,False,41250
23000,5880,False,41250
23250,5666,False,41250
23500,5414,False,41250
23750,5161,False,41250
24000,4902,False,41250
24250,4603,False,41250
24500,4348,False,41250
24750,4059,False,41250
25000,3742,False,41250
25250,3589,False,41250
25500,3430,False,41250
25750,3299,False,41250
26000,3176,False,41250
26250,3001,False,41250
26500,2850,False,41250
26750,2687,False,41250
27000,2476,False,41250
27250,2252,False,41250
27500,2036,False,41250
27750,1817,False,41250
28000,1608,False,41250
28250,1501,False,41250
28500,1341,False,41250
28750,1193,False,41250
29000,1021,False,41250
29250,809,False,41250
29500,696,False,41250
29750,560,False,41250
30000,415,False,41250
30250,302,False,41250
30500,174,False,41250
30750,83,False,41250
31000,16,False,41250
31250,4,False,41250
31500,4,False,41250
31750,4,False,41250
32000,4,False,41250
32250,4,False,41250
32500,4,False,41250
32750,4,False,41250
33000,4,False,41250
33250,4,False,41250
33500,4,False,41250
33750,4,False,41250
34000,4,False,41250
34250,4,False,41250
34500,4,False,41250
34750,4,False,41250
35000,4,False,41250
35250,4,False,41250
35500,4,False,41250
35750,4,False,41250
36000,4,False,41250
36250,4,False,41250
36500,4,False,41250
36750,4,False,41250
37000,4,False,41250
37250,4,False,41250
37500,4,False,41250
37750,4,False,41250
38000,4,False,41250
38250,4,False,41250
38500,4,False,41250
38750,4,False,41250
39000,4,False,41250
39250,4,False,41250
39500,4,False,41250
39750,4,False,41250
40000,4,False,41250
40250,4,False,41250
40500,4,False,41250
40750,4,False,41250
41000,4,False,41250
41250,4,False,41250
