iteration,n_conflicted_cells,converged,total_iterations
0,38249,False,64750
250,38166,False,64750
500,38085,False,64750
750,38004,False,64750
1000,37930,False,64750
1250,37840,False,64750
1500,37760,False,64750
1750,37675,False,64750
2000,37589,False,64750
2250,37489,False,64750
2500,37430,False,64750
2750,37339,False,64750
3000,37251,False,64750
3250,37152,False,64750
3500,37057,False,64750
3750,36989,False,64750
4000,36896,False,64750
4250,36808,False,64750
4500,36728,False,64750
4750,36635,False,64750
5000,36534,False,64750
5250,36407,False,64750
5500,36309,False,64750
5750,36215,False,64750
6000,36106,False,64750
6250,36005,False,64750
6500,35920,False,64750
6750,35823,False,64750
7000,35721,False,64750
7250,35627,False,64750
7500,35507,False,64750
7750,35413,False,64750
8000,35287,False,64750
8250,35186,False,64750
8500,35058,False,64750
8750,34969,False,64750
9000,34849,False,64750
9250,34726,False,64750
9500,34626,False,64750
9750,34483,False,64750
10000,34365,False,64750
10250,34255,False,64750
10500,34122,False,64750
10750,33993,False,64750
11000,33864,False,64750
11250,33734,False,64750
11500,33589,False,64750
11750,33436,False,64750
12000,33303,False,64750
12250,33156,False,64750
12500,33018,False,64750
12750,32881,False,64750
13000,32712,False,64750
13250,32551,False,64750
13500,32434,False,64750
13750,32277,False,64750
14000,32169,False,64750
14250,32008,False,64750
14500,31855,False,64750
14750,31704,False,64750
15000,31537,False,64750
15250,31356,False,64750
15500,31203,False,64750
15750,31068,False,64750
16000,30903,False,64750
16250,30749,False,64750
16500,30606,False,64750
16750,30435,False,64750
17000,30260,False,64750
17250,30080,False,64750
17500,29941,False,64750
17750,29772,False,64750
18000,29604,False,64750
18250,29437,False,64750
18500,29292,False,64750
18750,29085,False,64750
19000,28918,False,64750
19250,28715,False,64750
19500,28567,False,64750
19750,28403,False,64750
20000,28223,False,64750
20250,28060,False,64750
20500,27881,False,64750
20750,27695,False,64750
21000,27459,False,64750
21250,27239,False,64750
21500,27057,False,64750
21750,26844,False,64750
22000,26646,False,64750
22250,26426,False,64750
22500,26203,False,64750
22750,25991,False,64750
23000,25789,False,64750
23250,25589,False,64750
23500,25419,False,64750
23750,25190,False,64750
24000,24958,False,64750
24250,24725,False,64750
24500,24517,False,64750
24750,24307,False,64750
25000,24089,False,64750
25250,23830,False,64750
25500,23594,False,64750
25750,23391,False,64750
26000,23142,False,64750
26250,22903,False,64750
26500,22665,False,64750
26750,22414,False,64750
27000,22204,False,64750
27250,21978,False,64750
27500,21752,False,64750
27750,21497,False,64750
28000,21208,False,64750
28250,20943,False,64750
28500,20639,False,64750
28750,20383,False,64750
29000,20121,False,64750
29250,19849,False,64750
29500,19540,False,64750
29750,19267,False,64750
30000,18975,False,64750
30250,18677,False,64750
30500,18341,False,64750
30750,18037,False,64750
31000,17744,False,64750
31250,17399,False,64750
31500,17078,False,64750
31750,16798,False,64750
32000,16439,False,64750
32250,16177,False,64750
32500,16043,False,64750
32750,15892,False,64750
33000,15776,False,64750
33250,15639,False,64750
33500,15509,False,64750
33750,15382,False,64750
34000,15251,False,64750
34250,15101,False,64750
34500,14964,False,64750
34750,14850,False,64750
35000,14698,False,64750
35250,14557,False,64750
35500,14404,False,64750
35750,14247,False,64750
36000,14067,False,64750
36250,13905,False,64750
36500,13727,False,64750
36750,13536,False,64750
37000,13377,False,64750
37250,13214,False,64750
37500,13048,False,64750
37750,12881,False,64750
38000,12728,False,64750
38250,12559,False,64750
38500,12371,False,64750
38750,12197,False,64750
39000,12000,False,64750
39250,11810,False,64750
39500,11602,False,64750
39750,11396,False,64750
40000,11220,False,64750
40250,11016,False,64750
40500,10785,False,64750
40750,10543,False,64750
41000,10340,False,64750
41250,10098,False,64750
41500,9859,False,64750
41750,9645,False,64750
42000,9383,False,64750
42250,9120,False,64750
42500,8847,False,64750
42750,8543,False,64750
43000,8261,False,64750
43250,8023,False,64750
43500,7733,False,64750
43750,7443,False,64750
44000,7109,False,64750
44250,6754,False,64750
44500,6466,False,64750
44750,6346,False,64750
45000,6201,False,64750
45250,6074,False,64750
45500,5922,False,64750
45750,5776,False,64750
46000,5608,False,64750
46250,5460,False,64750
46500,5297,False,64750
46750,5145,False,64750
47000,4973,False,64750
47250,4792,False,64750
47500,4593,False,64750
47750,4415,False,64750
48000,4242,False,64750
48250,4029,False,64750
48500,3844,False,64750
48750,3614,False,64750
49000,3363,False,64750
49250,3150,False,64750
49500,2922,False,64750
49750,2805,False,64750
50000,2679,False,64750
50250,2530,False,64750
50500,2387,False,64750
50750,2230,False,64750
51000,2080,False,64750
51250,1913,False,64750
51500,1722,False,64750
51750,1504,False,64750
52000,1384,False,64750
52250,1250,False,64750
52500,1070,False,64750
52750,897,False,64750
53000,764,False,64750
53250,620,False,64750
53500,498,False,64750
53750,383,False,64750
54000,233,False,64750
54250,116,False,64750
54500,46,False,64750
