iteration,n_conflicted_cells,converged,total_iterations
0,2358,False,13500
250,2296,False,13500
500,2193,False,13500
750,2080,False,13500
1000,1926,False,13500
1250,1739,False,13500
1500,1533,False,13500
1750,1292,False,13500
2000,1007,False,13500
2250,872,False,13500
2500,663,False,13500
2750,401,False,13500
3000,209,False,13500
3250,43,False,13500
3500,4,False,13500
3750,4,False,13500
4000,4,False,13500
4250,4,False,13500
4500,4,False,13500
4750,4,False,13500
5000,4,False,13500
5250,4,False,13500
5500,4,False,13500
5750,4,False,13500
6000,4,False,13500
6250,4,False,13500
6500,4,False,13500
6750,4,False,13500
7000,4,False,13500
7250,4,False,13500
7500,4,False,13500
7750,4,False,13500
8000,4,False,13500
8250,4,False,13500
8500,4,False,13500
8750,4,False,13500
9000,4,False,13500
9250,4,False,13500
9500,4,False,13500
9750,4,False,13500
10000,4,False,13500
10250,4,False,13500
10500,4,False,13500
10750,4,False,13500
11000,4,False,13500
11250,4,False,13500
11500,4,False,13500
11750,4,False,13500
12000,4,False,13500
12250,4,False,13500
12500,4,False,13500
12750,4,False,13500
13000,4,False,13500
13250,4,False,13500
13500,4,False,13500
