iteration,n_conflicted_cells,converged,total_iterations
0,2415,True,5283
250,2350,True,5283
500,2268,True,5283
750,2170,True,5283
1000,2091,True,5283
1250,1945,True,5283
1500,1800,True,5283
1750,1616,True,5283
2000,1395,True,5283
2250,1239,True,5283
2500,1152,True,5283
2750,1017,True,5283
3000,869,True,5283
3250,723,True,5283
3500,627,True,5283
3750,500,True,5283
4000,427,True,5283
4250,315,True,5283
4500,234,True,5283
4750,160,True,5283
5000,79,True,5283
5250,14,True,5283
5283,0,True,5283
