iteration,n_conflicted_cells,converged,total_iterations
0,2431,False,15250
250,2378,False,15250
500,2313,False,15250
750,2222,False,15250
1000,2102,False,15250
1250,1991,False,15250
1500,1844,False,15250
1750,1645,False,15250
2000,1453,False,15250
2250,1286,False,15250
2500,1182,False,15250
2750,1080,False,15250
3000,939,False,15250
3250,745,False,15250
3500,652,False,15250
3750,525,False,15250
4000,421,False,15250
4250,321,False,15250
4500,216,False,15250
4750,140,False,15250
5000,32,False,15250
5250,4,False,15250
5500,4,False,15250
5750,4,False,15250
6000,4,False,15250
6250,4,False,15250
6500,4,False,15250
6750,4,False,15250
7000,4,False,15250
7250,4,False,15250
7500,4,False,15250
7750,4,False,15250
8000,4,False,15250
8250,4,False,15250
8500,4,False,15250
8750,4,False,15250
9000,4,False,15250
9250,4,False,15250
9500,4,False,15250
9750,4,False,15250
10000,4,False,15250
10250,4,False,15250
10500,4,False,15250
10750,4,False,15250
11000,4,False,15250
11250,4,False,15250
11500,4,False,15250
11750,4,False,15250
12000,4,False,15250
12250,4,False,15250
12500,4,False,15250
12750,4,False,15250
13000,4,False,15250
13250,4,False,15250
13500,4,False,15250
13750,4,False,15250
14000,4,False,15250
14250,4,False,15250
14500,4,False,15250
14750,4,False,15250
15000,4,False,15250
15250,4,False,15250
